Ingredient1,Ingredient2,Rank
bread baked with blood,firm set raspberry jam,0
bread baked with blood,pistachios,0
bread baked with blood,bicarbonate of soda,0
bread baked with blood,almond biscuit batter,0
bread baked with blood,chocolate buttercream,0
bread baked with blood,dark chocolate,0
bread baked with blood,cloudberry cream,0
bread baked with blood,chopped almonds,0
bread baked with blood,cocoa powder,0
bread baked with blood,biscuit,0
bread baked with blood,peppermint oil,0
bread baked with blood,red food colouring,0
bread baked with blood,candied orange peel,0
bread baked with blood,fresh orange juice,0
bread baked with blood,flaked almonds,0
bread baked with blood,sugared lingonberries,0
bread baked with blood,acidic apples,0
bread baked with blood,vanilla pastry cream,0
bread baked with blood,gelatine,0
bread baked with blood,sockerkaka,0
bread baked with blood,raspberry jam,0
bread baked with blood,green marzipan,0
bread baked with blood,pink marzipan rose,0
bread baked with blood,strawberries,0
bread baked with blood,ground almonds,0
bread baked with blood,toasted almond flakes,0
bread baked with blood,thin pancakes,0
bread baked with blood,egg whites,0
bread baked with blood,coconut fat,0
bread baked with blood,buttercream,0
bread baked with blood,hazelnuts,0
bread baked with blood,instant flan,0
bread baked with blood,sugar syrup,0
bread baked with blood,liquid rennet,0
bread baked with blood,meringue,0
bread baked with blood,chocolate sauce,0
bread baked with blood,apple compote,0
bread baked with blood,pie crust,0
bread baked with blood,fudge caramel sauce,0
bread baked with blood,almond biscuits,0
bread baked with blood,saffron threads,0
bread baked with blood,citrus peel,0
bread baked with blood,full fat sour cream,0
bread baked with blood,blueberries,0
bread baked with blood,double cream,0
bread baked with blood,cloudberry jam,0
bread baked with blood,fish bones,0
bread baked with blood,chicken meat and bones,0
bread baked with blood,meat and bones,0
bread baked with blood,roux,0
bread baked with blood,yellow mustard,0
bread baked with blood,brown mustard,0
bread baked with blood,leaf pork lard,0
bread baked with blood,beef suet,0
bread baked with blood,pickling cucumbers,0
bread baked with blood,dill flowers,0
bread baked with blood,pickling liquor,0
bread baked with blood,cassia cinnamon stick,0
bread baked with blood,purslane stalks,0
bread baked with blood,pork dripping,0
bread baked with blood,brown cheese,0
bread baked with blood,currants,0
bread baked with blood,soft fruit,0
bread baked with blood,cordial,0
bread baked with blood,dried rosehips sugar,0
bread baked with blood,apple juice,0
bread baked with blood,rhubarb,0
bread baked with blood,gooseberries sugar,0
bread baked with blood,sago pearls,0
bread baked with blood,dark rum,0
bread baked with blood,aquavit,0
bread baked with blood,table liquor,0
bread baked with blood,vermouth,0
bread baked with blood,gin,0
bread baked with blood,neutral grain spirit,0
bread baked with blood,porter beer,0
bread baked with blood,battavia arrack,0
bread baked with blood,black tea,0
bread baked with blood,vanilla bean,0
bread baked with blood,sprout,0
tasty stock,fried salt pork,0
tasty stock,pig blood,0
tasty stock,cow blood,0
tasty stock,pork back fat,0
tasty stock,pancakes,0
tasty stock,reindeer blood,0
tasty stock,reindeer stock,0
tasty stock,sweet reduced whey spread,0
tasty stock,apple compote,0
tasty stock,sheep stomach,0
tasty stock,sheep blood,0
tasty stock,pearl barley,0
tasty stock,heart,0
tasty stock,kidneys,0
tasty stock,tongue,0
tasty stock,pig pluck,0
tasty stock,reindeer heart,0
tasty stock,falu sausage,0
tasty stock,sambal oelek,0
tasty stock,pork liver,0
tasty stock,fatty minced pork,0
tasty stock,mutton,0
tasty stock,pig head,0
tasty stock,veal shanks,0
tasty stock,whole eye of round,0
tasty stock,boiled ham,0
tasty stock,string mustard,0
tasty stock,seal liver,0
tasty stock,rolled oats,0
tasty stock,wheat flour,0
tasty stock,salt pork fried,0
tasty stock,ymer,0
tasty stock,macaroni,0
tasty stock,semolina,0
tasty stock,rye flakes,0
tasty stock,flax,0
tasty stock,dried apricots,0
tasty stock,dried yellow split peas,0
tasty stock,rye sourdough,0
tasty stock,raspberry cordial,0
tasty stock,orange,0
tasty stock,sweet small beer,0
tasty stock,caraway,0
tasty stock,wort,0
tasty stock,rye kernels,0
tasty stock,mixed rye and pine bark flour,0
tasty stock,ground rye malt,0
tasty stock,graham flour,0
tasty stock,rye dough,0
tasty stock,rice porridge filling,0
tasty stock,semolina porridge,0
tasty stock,salted butter,0
tasty stock,wholemeal flour,0
tasty stock,cold smoked salmon,0
tasty stock,dill fronds,0
tasty stock,lingon berries,0
tasty stock,shredded cabbage,0
tasty stock,sheets of puff pastry,0
tasty stock,meat pastry,0
tasty stock,baker ammonia,0
tasty stock,sweet wheat bun dough,0
tasty stock,pearl sugar,0
tasty stock,white icing,0
tasty stock,chocolate icing,0
tasty stock,almond paste,0
tasty stock,sugar pastry filling,0
tasty stock,saffron,0
tasty stock,vodka,0
tasty stock,cardamom,0
tasty stock,icing sugar,0
tasty stock,pastry,0
tasty stock,white icing,0
tasty stock,poppy,0
tasty stock,firm set raspberry jam,0
tasty stock,pistachios,0
tasty stock,bicarbonate of soda,0
tasty stock,almond biscuit batter,0
tasty stock,chocolate buttercream,0
tasty stock,dark chocolate,0
tasty stock,cloudberry cream,0
tasty stock,chopped almonds,0
tasty stock,cocoa powder,0
tasty stock,biscuit,0
tasty stock,peppermint oil,0
tasty stock,red food colouring,0
tasty stock,candied orange peel,0
tasty stock,fresh orange juice,0
tasty stock,flaked almonds,0
tasty stock,sugared lingonberries,0
tasty stock,acidic apples,0
tasty stock,vanilla pastry cream,0
tasty stock,gelatine,0
tasty stock,sockerkaka,0
tasty stock,raspberry jam,0
tasty stock,green marzipan,0
tasty stock,pink marzipan rose,0
tasty stock,strawberries,0
tasty stock,ground almonds,0
tasty stock,toasted almond flakes,0
tasty stock,thin pancakes,0
tasty stock,egg whites,0
tasty stock,coconut fat,0
tasty stock,buttercream,0
tasty stock,hazelnuts,0
tasty stock,instant flan,0
tasty stock,sugar syrup,0
tasty stock,liquid rennet,0
tasty stock,meringue,0
tasty stock,chocolate sauce,0
tasty stock,apple compote,0
tasty stock,pie crust,0
tasty stock,fudge caramel sauce,0
tasty stock,almond biscuits,0
tasty stock,saffron threads,0
tasty stock,citrus peel,0
tasty stock,full fat sour cream,0
tasty stock,blueberries,0
tasty stock,cloudberry jam,0
tasty stock,chicken meat and bones,0
tasty stock,meat and bones,0
tasty stock,yellow mustard,0
tasty stock,brown mustard,0
tasty stock,leaf pork lard,0
tasty stock,beef suet,0
tasty stock,pickling cucumbers,0
tasty stock,dill flowers,0
tasty stock,pickling liquor,0
tasty stock,cassia cinnamon stick,0
tasty stock,purslane stalks,0
tasty stock,pork dripping,0
tasty stock,brown cheese,0
tasty stock,currants,0
tasty stock,soft fruit,0
tasty stock,cordial,0
tasty stock,dried rosehips sugar,0
tasty stock,apple juice,0
tasty stock,rhubarb,0
tasty stock,gooseberries sugar,0
tasty stock,sago pearls,0
tasty stock,dark rum,0
tasty stock,aquavit,0
tasty stock,table liquor,0
tasty stock,vermouth,0
tasty stock,gin,0
tasty stock,neutral grain spirit,0
tasty stock,porter beer,0
tasty stock,battavia arrack,0
tasty stock,black tea,0
tasty stock,vanilla bean,0
tasty stock,sprout,0
fried salt pork,reindeer blood,0
fried salt pork,reindeer stock,0
fried salt pork,sweet reduced whey spread,0
fried salt pork,kidneys,0
fried salt pork,reindeer heart,0
fried salt pork,sambal oelek,0
fried salt pork,fatty minced pork,0
fried salt pork,pig head,0
fried salt pork,veal shanks,0
fried salt pork,whole eye of round,0
fried salt pork,boiled ham,0
fried salt pork,ymer,0
fried salt pork,macaroni,0
fried salt pork,semolina,0
fried salt pork,rye flakes,0
fried salt pork,flax,0
fried salt pork,dried apricots,0
fried salt pork,dried yellow split peas,0
fried salt pork,rye sourdough,0
fried salt pork,raspberry cordial,0
fried salt pork,orange,0
fried salt pork,sweet small beer,0
fried salt pork,wort,0
fried salt pork,rye kernels,0
fried salt pork,mixed rye and pine bark flour,0
fried salt pork,ground rye malt,0
fried salt pork,graham flour,0
fried salt pork,rye dough,0
fried salt pork,semolina porridge,0
fried salt pork,salted butter,0
fried salt pork,wholemeal flour,0
fried salt pork,cold smoked salmon,0
fried salt pork,dill fronds,0
fried salt pork,lingon berries,0
fried salt pork,shredded cabbage,0
fried salt pork,sheets of puff pastry,0
fried salt pork,meat pastry,0
fried salt pork,sweet wheat bun dough,0
fried salt pork,white icing,0
fried salt pork,chocolate icing,0
fried salt pork,almond paste,0
fried salt pork,sugar pastry filling,0
fried salt pork,saffron,0
fried salt pork,vodka,0
fried salt pork,icing sugar,0
fried salt pork,pastry,0
fried salt pork,white icing,0
fried salt pork,poppy,0
fried salt pork,firm set raspberry jam,0
fried salt pork,pistachios,0
fried salt pork,bicarbonate of soda,0
fried salt pork,almond biscuit batter,0
fried salt pork,chocolate buttercream,0
fried salt pork,dark chocolate,0
fried salt pork,cloudberry cream,0
fried salt pork,chopped almonds,0
fried salt pork,cocoa powder,0
fried salt pork,biscuit,0
fried salt pork,peppermint oil,0
fried salt pork,red food colouring,0
fried salt pork,candied orange peel,0
fried salt pork,fresh orange juice,0
fried salt pork,flaked almonds,0
fried salt pork,sugared lingonberries,0
fried salt pork,acidic apples,0
fried salt pork,vanilla pastry cream,0
fried salt pork,gelatine,0
fried salt pork,sockerkaka,0
fried salt pork,raspberry jam,0
fried salt pork,green marzipan,0
fried salt pork,pink marzipan rose,0
fried salt pork,strawberries,0
fried salt pork,ground almonds,0
fried salt pork,toasted almond flakes,0
fried salt pork,egg whites,0
fried salt pork,coconut fat,0
fried salt pork,buttercream,0
fried salt pork,hazelnuts,0
fried salt pork,instant flan,0
fried salt pork,liquid rennet,0
fried salt pork,meringue,0
fried salt pork,chocolate sauce,0
fried salt pork,pie crust,0
fried salt pork,fudge caramel sauce,0
fried salt pork,almond biscuits,0
fried salt pork,saffron threads,0
fried salt pork,citrus peel,0
fried salt pork,full fat sour cream,0
fried salt pork,blueberries,0
fried salt pork,double cream,0
fried salt pork,cloudberry jam,0
fried salt pork,fish bones,0
fried salt pork,chicken meat and bones,0
fried salt pork,meat and bones,0
fried salt pork,roux,0
fried salt pork,yellow mustard,0
fried salt pork,leaf pork lard,0
fried salt pork,pickling cucumbers,0
fried salt pork,dill flowers,0
fried salt pork,pickling liquor,0
fried salt pork,cassia cinnamon stick,0
fried salt pork,purslane stalks,0
fried salt pork,currants,0
fried salt pork,soft fruit,0
fried salt pork,cordial,0
fried salt pork,dried rosehips sugar,0
fried salt pork,apple juice,0
fried salt pork,rhubarb,0
fried salt pork,gooseberries sugar,0
fried salt pork,sago pearls,0
fried salt pork,dark rum,0
fried salt pork,aquavit,0
fried salt pork,table liquor,0
fried salt pork,vermouth,0
fried salt pork,gin,0
fried salt pork,neutral grain spirit,0
fried salt pork,porter beer,0
fried salt pork,battavia arrack,0
fried salt pork,black tea,0
fried salt pork,vanilla bean,0
fried salt pork,sprout,0
pig blood,reindeer stock,0
pig blood,sweet reduced whey spread,0
pig blood,apple compote,0
pig blood,sheep stomach,0
pig blood,liver,0
pig blood,heart,0
pig blood,kidneys,0
pig blood,tongue,0
pig blood,pig pluck,0
pig blood,reindeer heart,0
pig blood,falu sausage,0
pig blood,sambal oelek,0
pig blood,pork liver,0
pig blood,fatty minced pork,0
pig blood,mutton,0
pig blood,pig head,0
pig blood,veal shanks,0
pig blood,whole eye of round,0
pig blood,boiled ham,0
pig blood,brined ham,0
pig blood,string mustard,0
pig blood,seal liver,0
pig blood,ymer,0
pig blood,macaroni,0
pig blood,semolina,0
pig blood,rye flakes,0
pig blood,flax,0
pig blood,romme,0
pig blood,dried apricots,0
pig blood,dried yellow split peas,0
pig blood,rye sourdough,0
pig blood,raspberry cordial,0
pig blood,orange,0
pig blood,sweet small beer,0
pig blood,caraway,0
pig blood,wort,0
pig blood,rye kernels,0
pig blood,mixed rye and pine bark flour,0
pig blood,ground rye malt,0
pig blood,graham flour,0
pig blood,rice porridge filling,0
pig blood,semolina porridge,0
pig blood,salted butter,0
pig blood,wholemeal flour,0
pig blood,white bread,0
pig blood,cold smoked salmon,0
pig blood,dill fronds,0
pig blood,lingon berries,0
pig blood,shredded cabbage,0
pig blood,sheets of puff pastry,0
pig blood,meat pastry,0
pig blood,sweet wheat bun dough,0
pig blood,white icing,0
pig blood,chocolate icing,0
pig blood,almond paste,0
pig blood,sugar pastry filling,0
pig blood,saffron,0
pig blood,vodka,0
pig blood,icing sugar,0
pig blood,pastry,0
pig blood,white icing,0
pig blood,poppy,0
pig blood,firm set raspberry jam,0
pig blood,pistachios,0
pig blood,bicarbonate of soda,0
pig blood,almond biscuit batter,0
pig blood,chocolate buttercream,0
pig blood,dark chocolate,0
pig blood,cloudberry cream,0
pig blood,chopped almonds,0
pig blood,cocoa powder,0
pig blood,biscuit,0
pig blood,peppermint oil,0
pig blood,red food colouring,0
pig blood,candied orange peel,0
pig blood,fresh orange juice,0
pig blood,flaked almonds,0
pig blood,sugared lingonberries,0
pig blood,acidic apples,0
pig blood,vanilla pastry cream,0
pig blood,gelatine,0
pig blood,sockerkaka,0
pig blood,raspberry jam,0
pig blood,green marzipan,0
pig blood,pink marzipan rose,0
pig blood,strawberries,0
pig blood,ground almonds,0
pig blood,toasted almond flakes,0
pig blood,egg whites,0
pig blood,coconut fat,0
pig blood,buttercream,0
pig blood,hazelnuts,0
pig blood,instant flan,0
pig blood,liquid rennet,0
pig blood,meringue,0
pig blood,chocolate sauce,0
pig blood,apple compote,0
pig blood,pie crust,0
pig blood,fudge caramel sauce,0
pig blood,almond biscuits,0
pig blood,saffron threads,0
pig blood,citrus peel,0
pig blood,full fat sour cream,0
pig blood,blueberries,0
pig blood,double cream,0
pig blood,cloudberry jam,0
pig blood,fish bones,0
pig blood,chicken meat and bones,0
pig blood,meat and bones,0
pig blood,roux,0
pig blood,yellow mustard,0
pig blood,brown mustard,0
pig blood,leaf pork lard,0
pig blood,beef suet,0
pig blood,pickling cucumbers,0
pig blood,dill flowers,0
pig blood,pickling liquor,0
pig blood,cassia cinnamon stick,0
pig blood,purslane stalks,0
pig blood,pork dripping,0
pig blood,brown cheese,0
pig blood,currants,0
pig blood,soft fruit,0
pig blood,cordial,0
pig blood,dried rosehips sugar,0
pig blood,apple juice,0
pig blood,rhubarb,0
pig blood,gooseberries sugar,0
pig blood,sago pearls,0
pig blood,dark rum,0
pig blood,aquavit,0
pig blood,table liquor,0
pig blood,vermouth,0
pig blood,gin,0
pig blood,neutral grain spirit,0
pig blood,porter beer,0
pig blood,battavia arrack,0
pig blood,black tea,0
pig blood,vanilla bean,0
pig blood,sprout,0
cow blood,reindeer blood,0
cow blood,reindeer stock,0
cow blood,sweet reduced whey spread,0
cow blood,apple compote,0
cow blood,sheep stomach,0
cow blood,liver,0
cow blood,heart,0
cow blood,kidneys,0
cow blood,tongue,0
cow blood,pig pluck,0
cow blood,reindeer heart,0
cow blood,falu sausage,0
cow blood,sambal oelek,0
cow blood,pork liver,0
cow blood,fatty minced pork,0
cow blood,mutton,0
cow blood,pig head,0
cow blood,veal shanks,0
cow blood,whole eye of round,0
cow blood,boiled ham,0
cow blood,brined ham,0
cow blood,string mustard,0
cow blood,seal liver,0
cow blood,rolled oats,0
cow blood,ymer,0
cow blood,macaroni,0
cow blood,semolina,0
cow blood,rye flakes,0
cow blood,flax,0
cow blood,romme,0
cow blood,dried apricots,0
cow blood,dried yellow split peas,0
cow blood,rye sourdough,0
cow blood,raspberry cordial,0
cow blood,orange,0
cow blood,sweet small beer,0
cow blood,caraway,0
cow blood,wort,0
cow blood,rye kernels,0
cow blood,mixed rye and pine bark flour,0
cow blood,ground rye malt,0
cow blood,graham flour,0
